ID,Vietnamese_Text,English_Text,Vietnamese_Sound
word_yếu,yếu,weak,
word_dõi,dõi,to follow (as in theo dõi),
word_and,and,and (English),
word_ích,ích,benefit,
word_trại,trại,camp,
word_cơn,cơn,"wave, fit (of anger)",
word_khai,khai,"to declare, open",
word_sâu,sâu,deep,
word_vương,vương,king / to be entangled,
word_thở,thở,to breathe,
word_jack,jack,Jack (name),
word_tí,tí,a little bit,
word_ah,ah,ah,
word_diện,diện,"face, aspect",
word_hồn,hồn,soul,
word_hầu,hầu,to serve / monkey (compound),
word_đảo,đảo,island / to overturn,
word_tín,tín,"trust, credit",
word_xúc,xúc,"to touch, feel",
word_nỗi,nỗi,"feeling, sorrow",
word_phủ,phủ,government / to cover,
word_biểu,biểu,to express / chart,
word_hòa,hòa,"peace, to draw (a game)",
word_loạn,loạn,chaos,
word_nặng,nặng,heavy,
word_tấm,tấm,(flat-object classifier),
word_lớp,lớp,"class, layer",
word_bom,bom,bomb,
word_nh,nh,(fragment),
word_chuyên,chuyên,specialized,
word_ác,ác,evil,
word_bận,bận,busy,
word_huynh,huynh,older brother (formal),
word_dĩ,dĩ,(in dĩ nhiên = of course),
word_chương,chương,chapter,
word_lí,lí,reason (variant of lý),
word_chữa,chữa,"to cure, fix",
word_lãnh,lãnh,"to receive (formal, as in lãnh đạo = lead)",
word_đột,đột,suddenly,
word_kính,kính,glasses / to respect,
word_rút,rút,"to withdraw, pull out",
word_phóng,phóng,"to release, speed",
word_ở,ở,at / in / to live,
word_thỏa,thỏa,satisfied,
word_khỉ,khỉ,monkey,
word_á,á,Asia / oh! (exclamation),
word_lộ,lộ,road / to reveal,
word_cạnh,cạnh,edge / next to,
word_kỹ,kỹ,careful / skillful,
word_hậu,hậu,after / queen,
word_hùng,hùng,"hero, brave",
word_sang,sang,"to cross over / classy, luxurious",
word_thề,thề,to swear (an oath),
word_đoạn,đoạn,section / segment,
word_sóc,sóc,squirrel,
word_khẩu,khẩu,mouth (as in mask),
word_luyện,luyện,"to train, practice",
word_thăm,thăm,to visit,
word_giản,giản,simple (as in đơn giản),
word_sạch,sạch,clean,
word_frank,frank,Frank (name),
word_chim,chim,bird,
word_xếp,xếp,"to arrange, rank",
word_nha,nha,(softening particle),
word_quán,quán,shop / stall,
word_mùi,mùi,smell,
word_ánh,ánh,"light, ray",
word_đón,đón,"to welcome, pick up",
word_lá,lá,leaf,
word_tồi,tồi,"bad, poor quality",
word_phong,phong,wind / envelope / style,
word_ngạc,ngạc,(in ngạc nhiên = surprised),
word_giấu,giấu,to hide,
word_thủy,thủy,water (formal),
word_quản,quản,to manage (as in quản lý),
word_thuê,thuê,to rent,
word_lành,lành,benign / gentle / healed,
word_tôn,tôn,to honor / Buddhist (compound),
word_tường,tường,wall,
word_hỏng,hỏng,broken,
word_não,não,brain,
word_new,new,new (English),
word_tầm,tầm,"range, scope",
word_ê,ê,hey! (calling attention),
word_vực,vực,area / region,
word_loài,loài,species,
word_hộp,hộp,box,
word_xanh,xanh,green / blue,
word_tắm,tắm,to bathe,
word_tắt,tắt,to turn off,
word_ngừng,ngừng,to stop,
word_siêu,siêu,super-,
word_dọn,dọn,to clean up / to move,
word_nhắn,nhắn,to send a message,
word_ấn,ấn,to press / India,
word_thừa,thừa,"surplus, redundant",
word_ô,ô,umbrella / square (grid),
word_nguyện,nguyện,"to wish, vow",
word_dựng,dựng,to set up,
word_sân,sân,yard / court (as in sân bay = airport),
word_nợ,nợ,debt,
word_lặng,lặng,"quiet, silent",
word_nội,nội,internal / paternal grandparent,
word_mùa,mùa,season,
word_it,it,(English fragment),
word_đập,đập,"to hit, smash / dam",
word_diệt,diệt,to exterminate,
word_chà,chà,wow / to rub,
word_tầng,tầng,floor / level,
word_hạn,hạn,deadline / limit,
word_kiện,kiện,case / lawsuit,
word_mắc,mắc,expensive / caught,
word_trực,trực,on duty / direct,
word_đài,đài,"radio station, platform",
word_muộn,muộn,late,
word_bạc,bạc,silver / gambling,
word_sót,sót,"to miss, overlook",
word_lưu,lưu,to save / keep,
word_can,can,to intervene / can (container),
word_quà,quà,gift,
word_say,say,drunk,
word_đống,đống,"pile, heap",
word_khắp,khắp,everywhere,
word_hút,hút,to smoke / suck,
word_giám,giám,to supervise (as in giám đốc),
word_giường,giường,bed,
word_chặn,chặn,to block,
word_hảo,hảo,good (formal),
word_xinh,xinh,pretty,
word_cục,cục,"lump / department, bureau",
word_trấn,trấn,town (as in thị trấn),
word_in,in,to print,
word_du,du,to travel (as in du lịch),
word_núi,núi,mountain,
word_đích,đích,target / goal,
word_nắm,nắm,to grasp,
word_chạm,chạm,to touch,
word_nguồn,nguồn,source,
word_chụp,chụp,to take (a photo),
word_phê,phê,(in cà phê = coffee),
word_h,h,(fragment),
word_hữu,hữu,friend / right (side),
word_khoa,khoa,"department, faculty",
word_so,so,to compare,
word_truy,truy,"to pursue, track down",
word_thua,thua,to lose,
word_tồn,tồn,to exist (as in tồn tại),
word_tàn,tàn,"to wither, remnant",
word_xây,xây,to build,
word_dính,dính,"sticky, stuck",
word_bang,bang,state (as in tiểu bang),
word_ngân,ngân,bank (as in budget),
word_ném,ném,to throw,
word_tờ,tờ,sheet (paper/bill),
word_chìa,chìa,key (as in chìa khoá),
word_nuôi,nuôi,to raise / feed,
word_đói,đói,hungry,
word_kh,kh,(fragment),
word_nhầm,nhầm,to mistake,
word_đẩy,đẩy,to push,
word_of,of,(English),
word_khóc,khóc,to cry,
word_kêu,kêu,to call out / cry,
word_giấc,giấc,"a sleep, a dream",
word_dục,dục,desire / to educate,
word_khổ,khổ,suffering,
word_bốn,bốn,four,
word_chặt,chặt,"to cut, tight",
word_ẩn,ẩn,to hide,
word_hiệp,hiệp,round / period (sports),
word_úy,úy,(military rank suffix),
word_no,no,full (from eating),
word_áp,áp,pressure (as in áp lực),
word_chán,chán,bored,
word_rừng,rừng,forest,
word_nghệ,nghệ,art / turmeric,
word_mẫu,mẫu,"sample, mother (formal)",
word_trễ,trễ,late,
word_luận,luận,to discuss,
word_thang,thang,ladder / stairs (as in cầu thang),
word_hào,hào,brave / (currency unit),
word_sổ,sổ,"notebook, register",
word_đèn,đèn,lamp / light,
word_lưng,lưng,back (body part),
word_phận,phận,"fate, part",
word_quy,quy,rule (as in quy định),
word_vận,vận,"fate, transport",
word_khởi,khởi,to start (as in khởi hành),
word_chậm,chậm,slow,
word_biên,biên,border / to compile,
word_tộc,tộc,ethnic group,
word_chữ,chữ,word / character (written),
word_cháy,cháy,to burn,
word_khắc,khắc,to engrave / moment,
word_dàng,dàng,(in dễ dàng = easy),
word_dòng,dòng,"stream, line (of text)",
word_bò,bò,cow / to crawl,
word_ngàn,ngàn,thousand (variant),
word_hổ,hổ,tiger,
word_dị,dị,allergic (as in dị ứng),
word_dọa,dọa,to threaten,
word_túc,túc,adequate (as in đầy đủ),
word_xứng,xứng,"worthy, matching",
word_giảm,giảm,to reduce,
word_bầu,bầu,to elect / gourd,
word_mệt,mệt,tired,
word_nhẫn,nhẫn,ring / patience,
word_đào,đào,to dig / peach,
word_trải,trải,"to spread, experience",
word_châu,châu,continent / pearl,
word_mê,mê,to be infatuated with,
word_trạng,trạng,"state, condition",
word_ngục,ngục,prison (as in địa ngục = hell),
word_hầm,hầm,"tunnel, basement",
word_kỷ,kỷ,era / record,
word_mi,mi,you (poetic) / eyelash,
word_tiện,tiện,convenient,
word_tốc,tốc,speed (as in tốc độ),
word_hoang,hoang,wild / deserted,
word_tung,tung,"to throw up, spread",
word_gà,gà,chicken,
word_chiều,chiều,afternoon / to spoil (someone),
word_sam,sam,Sam (name),
word_whoa,whoa,whoa,
word_lỗ,lỗ,hole / financial loss,
word_ừm,ừm,um,
word_thiệt,thiệt,"truly (southern) / loss, damage",
word_mệnh,mệnh,"life, fate",
word_vỡ,vỡ,"to break, shatter",
word_triển,triển,to develop (as in phát triển),
word_dương,dương,"ocean / male, positive",
word_sắc,sắc,"color, sharp",
word_me,me,(English fragment),
word_nghiên,nghiên,to research,
word_tặng,tặng,to give as a gift,
word_cư,cư,to reside,
word_sáu,sáu,six,
word_ám,ám,to haunt,
word_dao,dao,knife,
word_my,my,(English),
word_sa,sa,to fall into,
word_lạy,lạy,"to bow, plead",
word_hải,hải,sea (formal),
word_vinh,vinh,"glory, honor",
word_tổn,tổn,to harm (as in tổn thương),
word_đệ,đệ,younger brother (formal),
word_mũi,mũi,nose,
word_o,o,(fragment),
word_nga,nga,Russia,
word_tóm,tóm,"to grab, summarize",
word_chảy,chảy,to flow,
word_lùi,lùi,"to retreat, back up",
word_ninh,ninh,peaceful (as in an ninh),
word_ngoan,ngoan,well-behaved,
word_xung,xung,to clash (as in xung đột),
word_dạ,dạ,yes (polite),
word_tỏ,tỏ,"to show, express",
word_hứng,hứng,"mood, inspiration",
word_toán,toán,math (as in toán học),
word_hài,hài,comedy / satisfied,
word_york,york,York (name/place),
word_vai,vai,shoulder / role,
word_khám,khám,to examine (medically),
word_che,che,to cover,
word_mông,mông,buttocks,
word_sông,sông,river,
word_bội,bội,to betray (as in phản bội),
word_ống,ống,"tube, pipe",
word_vĩ,vĩ,great (as in vĩ đại),
word_bi,bi,sad (as in bi kịch),
word_hồng,hồng,pink,
word_miễn,miễn,free of charge / exempt,
word_ghế,ghế,chair,
word_đốc,đốc,(in đốc thúc = urge / giám đốc = director),
word_ha,ha,"(particle, 'right?')",
word_lương,lương,salary,
word_thẩm,thẩm,to judge (as in thẩm phán),
word_d,d,(fragment),
word_ngược,ngược,"opposite, reverse",
word_thiệu,thiệu,to introduce (as in giới thiệu),
word_giọng,giọng,"voice, accent",
word_khiển,khiển,to control (as in điều khiển),
word_dặm,dặm,mile,
word_thưởng,thưởng,to reward,
word_chối,chối,to deny (as in từ chối),
word_bụng,bụng,stomach / belly,
word_niềm,niềm,feeling (as in niềm vui),
word_hỏa,hỏa,fire (formal),
word_khoản,khoản,amount / item,
word_well,well,well (English),
word_peter,peter,Peter (name),
word_kịch,kịch,drama,
word_rộng,rộng,wide,
word_sạn,sạn,(in khách sạn = hotel),
word_tán,tán,to chat up / umbrella-shaped,
word_phán,phán,"to judge, decree",
word_james,james,James (name),
word_bè,bè,raft / clique,
word_gió,gió,wind,
word_nối,nối,to connect,
word_hấp,hấp,to steam (cooking),
word_thoải,thoải,comfortable (as in relaxed),
word_thờ,thờ,to worship,
word_lôi,lôi,to drag / thunder,
word_cập,cập,(in cập nhật = update),
word_giam,giam,to detain,
word_đốt,đốt,to burn,
word_nhẹ,nhẹ,light (weight) / gentle,
word_chiếm,chiếm,"to occupy, seize",
word_họp,họp,meeting,
word_ghê,ghê,scary / intense,
word_e,e,(fragment),
word_mộ,mộ,grave / to admire,
word_vẽ,vẽ,to draw,
word_on,on,(fragment),
word_địch,địch,enemy (as in kẻ địch),
word_kho,kho,warehouse / to braise,
word_dì,dì,aunt (mother's sister),
word_cắp,cắp,to steal (as in ăn cắp),
word_phẩm,phẩm,product / item,
word_đâm,đâm,to stab,
word_chuột,chuột,"mouse, rat",
word_wow,wow,wow,
word_that,that,(English),
word_tạp,tạp,mixed (as in tạp chí = magazine),
word_đeo,đeo,to wear (accessories),
word_hãi,hãi,scared (as in sợ hãi),
word_phu,phu,laborer / husband (formal),
word_trao,trao,to hand over,
word_cản,cản,"to block, obstruct",
word_lao,lao,"to dive, labor",
word_nghề,nghề,profession,
word_màn,màn,"screen, curtain",
word_cặp,cặp,"pair, couple",
word_răng,răng,teeth,
word_bạo,bạo,violent,
word_trống,trống,drum / empty,
word_trụ,trụ,pillar (as in trụ sở),
word_thám,thám,to investigate (as in thám tử),
word_cụ,cụ,elderly person / tool,
word_xuyên,xuyên,to pierce through,
word_canh,canh,to guard / soup,
word_cờ,cờ,flag / chess,
word_khiếp,khiếp,terrified,
word_hạt,hạt,"seed, grain",
word_vớ,vớ,sock / to grab,
word_thí,thí,to sacrifice (as in thí nghiệm),
word_cứng,cứng,"hard, stiff",
word_thiện,thiện,"good, kind",
word_xương,xương,bone,
word_thợ,thợ,worker / craftsman,
word_michael,michael,Michael (name),
word_thảm,thảm,carpet / tragic,
word_lan,lan,to spread / orchid,
word_tố,tố,to accuse / element,
word_mèo,mèo,cat,
word_tan,tan,"to dissolve, end",
word_rồng,rồng,dragon,
word_trăm,trăm,hundred,
word_môn,môn,"subject (academic), gate",
word_điệp,điệp,spy (as in gián điệp),
word_phạt,phạt,"to punish, fine",
word_hò,hò,to shout / cheer,
word_um,um,um,
word_kẹt,kẹt,stuck,
word_cú,cú,"owl / a hit, blow",
word_long,long,dragon (compound) / to loosen,
word_ngực,ngực,chest,
word_ben,ben,Ben (name),
word_đua,đua,to race,
word_dạng,dạng,"form, shape",
word_rồ,rồ,crazy,
word_đế,đế,"base, foundation / emperor",
word_bả,bả,poison bait / shoulder (informal),
word_lục,lục,six (formal) / land,
word_trùng,trùng,to coincide / worm,
word_xưa,xưa,"ancient, old times",
word_xã,xã,commune / society,
word_g,g,(fragment),
word_đe,đe,to threaten (as in đe dọa),
word_khuyên,khuyên,to advise,
word_hư,hư,"broken, naughty",
word_rửa,rửa,to wash,
word_tùy,tùy,to depend on,
word_sóng,sóng,wave,
word_giày,giày,shoes,
word_thẻ,thẻ,card,
word_giàu,giàu,rich,
word_khứ,khứ,(in quá khứ = past),
word_treo,treo,to hang,
word_leo,leo,to climb,
word_cân,cân,to weigh / kilogram (informal),
word_harry,harry,Harry (name),
word_lãng,lãng,wasteful / romantic,
word_bãi,bãi,beach / lot,
word_võ,võ,martial arts,
word_cóc,cóc,toad,
word_tắc,tắc,"jam, blocked (as in tắc đường)",
word_lẫn,lẫn,mixed with / each other,
word_câm,câm,mute,
word_trần,trần,"ceiling / bare, naked",
word_cổng,cổng,gate,
word_cãi,cãi,to argue (as in tranh cãi),
word_lang,lang,(in sweet potato),
word_cận,cận,near (as in gần cận),
word_ngọn,ngọn,"peak, tip",
word_gấp,gấp,urgent / to fold,
word_bơi,bơi,to swim,
word_bẩn,bẩn,dirty,
word_bám,bám,to cling / stick to,
word_trưa,trưa,noon,
word_phó,phó,"deputy, vice-",
word_thai,thai,"fetus, pregnancy",
word_mẽ,mẽ,appearance (as in ra vẻ),
word_đụng,đụng,to bump into,
word_mike,mike,Mike (name),
word_jim,jim,Jim (name),
word_hung,hung,"fierce, ferocious",
word_đồn,đồn,station / to rumor,
word_tải,tải,"to carry, download",
word_claire,claire,Claire (name),
word_nhiệt,nhiệt,heat (as in nhiệt độ),
word_sứ,sứ,envoy / porcelain,
word_đòi,đòi,to demand,
word_lỡ,lỡ,"to miss (an opportunity), accidentally",
word_tống,tống,"to expel, extort",
word_ép,ép,"to force, press",
word_dần,dần,gradually,
word_lui,lui,to retreat,
word_mạch,mạch,"pulse, circuit",
word_kịp,kịp,in time,
word_bật,bật,to switch on,
word_hối,hối,to urge / to regret (as in hối hận),
word_thấp,thấp,short / low,
word_đạt,đạt,to achieve,
word_đáp,đáp,"to answer, land (a plane)",
word_charlie,charlie,Charlie (name),
word_cỡ,cỡ,size,
word_đựng,đựng,"to contain, hold",
word_ấm,ấm,warm / kettle,
word_nhiễm,nhiễm,to be infected,
word_tước,tước,"to strip (of rank), title",
word_nhắm,nhắm,to aim / to close (eyes),
word_rachel,rachel,Rachel (name),
word_rác,rác,trash,
word_cởi,cởi,"to take off (clothes), untie",
word_đc,đc,okay (informal shorthand),
word_mồm,mồm,mouth (informal),
word_xâm,xâm,to invade (as in xâm lược),
word_don,don,Don (name),
word_mảnh,mảnh,"piece, fragment",
word_david,david,David (name),
word_ngón,ngón,"finger, toe",
word_cất,cất,to store away,
word_khẩn,khẩn,urgent,
word_chiếu,chiếu,to show / screen,
word_dụ,dụ,"to lure, entice",
word_vẩn,vẩn,murky (as in vẩn đục),
word_tuy,tuy,although,
word_bia,bia,beer / gravestone,
word_chấm,chấm,"dot, period",
word_joey,joey,Joey (name),
word_dung,dung,appearance / to tolerate (as in dung thứ),
word_đậu,đậu,bean / to pass (exam) / to park,
word_phiếu,phiếu,"ticket, voucher",
word_tom,tom,Tom (name),
word_mười,mười,ten,
word_thơ,thơ,poetry,
word_mưu,mưu,"scheme, plot",
word_bờ,bờ,"shore, bank",
word_ảo,ảo,"virtual, illusory",
word_xu,xu,cent / trend,
word_ngã,ngã,to fall,
word_nát,nát,crushed / ruined,
word_dũng,dũng,brave (as in dũng cảm),
word_vé,vé,ticket,
word_lĩnh,lĩnh,"to receive, lead (variant of lãnh)",
word_ngang,ngang,"level, horizontal, stubborn",
word_gan,gan,liver / brave,
word_chai,chai,bottle,
word_trà,trà,tea,
word_căng,căng,"tense, stretched",
word_ross,ross,Ross (name),
word_đăng,đăng,to post / register,
word_man,man,(English),
word_kí,kí,kilogram (informal),
word_lát,lát,a slice / moment,
word_r,r,(fragment),
word_thèm,thèm,to crave,
word_alex,alex,Alex (name),
word_dạo,dạo,to stroll / recently (dạo này),
word_bếp,bếp,kitchen,
word_chôn,chôn,to bury,
word_liều,liều,dose / reckless,
word_trúng,trúng,"to hit (a target), win (lottery)",
word_đéo,đéo,(vulgar negation),
word_all,all,(English),
word_đương,đương,(in đương nhiên = of course),
word_dẹp,dẹp,"to clear away, flatten",
word_đếm,đếm,to count,
word_george,george,George (name),
word_doanh,doanh,business (as in doanh nghiệp),
word_what,what,(English),
word_bảy,bảy,seven,
word_chỉnh,chỉnh,to adjust,
word_mưa,mưa,rain,
word_góc,góc,corner / angle,
word_niệm,niệm,to recite / commemorate,
word_làng,làng,village,
word_giáng,giáng,to strike (a blow) / Christmas (Giáng sinh),
word_đa,đa,"many, multi-",
word_ngơi,ngơi,(in nghỉ ngơi = rest),
word_phức,phức,complex (as in phức tạp),
word_dựa,dựa,"to lean on, rely on",
word_we,we,(English),
word_hỗ,hỗ,(in hỗ trợ = support),
word_miếng,miếng,"piece, bite",
word_thảo,thảo,to draft / grass (compound),
word_fbi,fbi,FBI,
word_sỹ,sỹ,"scholar, -ist (variant)",
word_tái,tái,"to relapse, pale / rare (meat)",
word_nô,nô,slave (as in nô lệ),
word_hmm,hmm,hmm,
word_hoại,hoại,"to decay, damage",
word_thăng,thăng,"to rise, promote",
word_huấn,huấn,to train (as in huấn luyện),
word_gác,gác,"to guard / attic, floor",
word_trăng,trăng,moon,
word_joe,joe,Joe (name),
word_ngắn,ngắn,short,
word_mô,mô,(in mô hình = model),
word_túy,túy,(in say túy = drunk),
word_chứa,chứa,to contain,
word_dầu,dầu,oil,
word_nấu,nấu,to cook,
word_nông,nông,shallow / agriculture,
word_chớ,chớ,"don't (imperative, southern)",
word_nãy,nãy,just now (as in vừa nãy),
word_oliver,oliver,Oliver (name),
word_thách,thách,"to challenge, dare",
word_cấm,cấm,to forbid,
word_nâng,nâng,to lift,
word_ph,ph,(fragment),
word_gương,gương,mirror,
word_is,is,(English),
word_đỉnh,đỉnh,peak / summit,
word_điếm,điếm,prostitute (vulgar),
word_sắt,sắt,iron,
word_sẻ,sẻ,to share / sparrow,
word_dứt,dứt,"to end, stop",
word_hân,hân,(in hân hạnh = honored),
word_lộn,lộn,"to flip, mix up",
word_mạo,mạo,(in cảm mạo = cold; mạo hiểm = risky),
word_hoảng,hoảng,panicked,
word_tu,tu,to cultivate (spiritually) / to repair,
word_mù,mù,blind,
word_bẫy,bẫy,trap,
word_tuyên,tuyên,to declare (as in tuyên bố),
word_ngại,ngại,shy / hesitant,
word_kệ,kệ,shelf / never mind,
word_lượt,lượt,turn / time,
word_huh,huh,huh,
word_your,your,(English),
word_thổi,thổi,to blow,
word_thập,thập,ten (formal),
word_will,will,(English/name),
word_thùng,thùng,"barrel, box",
word_ủng,ủng,boot / to support,
word_ôm,ôm,to hug,
word_họa,họa,disaster / painting,
word_buôn,buôn,to trade (as in buôn bán),
word_dâm,dâm,lewd,
word_phẫu,phẫu,(in phẫu thuật = surgery),
word_trứng,trứng,egg,
word_môi,môi,lips,
word_trạm,trạm,station (as in trạm dừng chân = rest stop),
word_tuyết,tuyết,snow,
word_cải,cải,to reform / vegetable,
word_cốc,cốc,"cup, glass",
word_mát,mát,cool,
word_mary,mary,Mary (name),
word_phiên,phiên,"session, shift (work)",
word_xóa,xóa,to erase,
word_lùng,lùng,(in tìm lùng = search for),
word_bảng,bảng,"board, list, table",
word_ho,ho,to cough,
word_mụ,mụ,"witch, hag (derogatory)",
word_gi,gi,(fragment),
word_tả,tả,to describe / left (side),
word_khổng,khổng,(in Khổng Tử = Confucius),
word_cắn,cắn,to bite,
word_ngọt,ngọt,sweet,
word_đấm,đấm,to punch,
word_khiêu,khiêu,"to provoke, dance",
word_gấu,gấu,bear,
word_house,house,"house (English, show title)",
word_giành,giành,"to compete for, win",
word_quang,quang,"light, bright",
word_móc,móc,hook / to dig out,
word_giãn,giãn,to loosen / stretch,
word_dường,dường,(in dường như = it seems),
word_rắn,rắn,"snake / hard, solid",
word_jimmy,jimmy,Jimmy (name),
word_bào,bào,"to shave, scrape",
word_quảng,quảng,"broad, wide (as in advertise)",
word_ví,ví,wallet / to compare,
word_bão,bão,storm,
word_song,song,"however / pair, twin",
word_ức,ức,chest (animal) / to recall (as in ký ức),
word_quyển,quyển,(book classifier),
word_ghé,ghé,to stop by,
word_bob,bob,Bob (name),
word_sơn,sơn,paint / mountain (in names),
word_vờ,vờ,to pretend,
word_liền,liền,right away / connected,
word_huyết,huyết,blood (formal),
word_mượn,mượn,to borrow,
word_đớn,đớn,(in đau đớn = painful),
word_barry,barry,Barry (name),
word_tách,tách,to separate / cup (as in tách trà),
word_bệ,bệ,"pedestal, platform",
word_chóng,chóng,quickly (as in chóng mặt = dizzy),
word_kín,kín,"tightly sealed, secret",
word_tr,tr,(fragment),
word_niên,niên,"year (formal, as in thanh niên)",
word_chở,chở,to carry (transport),
word_hét,hét,to scream,
word_ngữ,ngữ,language (as in ngôn ngữ),
word_danny,danny,Danny (name),
word_lông,lông,"fur, feather",
word_hạng,hạng,"class, category",
word_lồ,lồ,(in khổng lồ = giant),
word_cớm,cớm,cop (slang),
word_pháo,pháo,"firecracker, cannon",
word_khát,khát,thirsty,
word_ga,ga,station,
word_suýt,suýt,"almost, nearly",
word_ung,ung,(in ung thư = cancer),
word_nguyền,nguyền,to curse (as in nguyền rủa),
word_paris,paris,Paris,
word_phỏng,phỏng,interview / burn (injury),
word_max,max,Max (name) / maximum,
word_nhục,nhục,"shame, humiliation",
word_tuyến,tuyến,"line, route",
word_tốn,tốn,"to cost, consume",
word_cam,cam,orange / to endure (cam chịu),
word_mộng,mộng,dream (formal),
word_hòn,hòn,"(rocky/round-object classifier, e.g. hòn đảo)",
word_hè,hè,summer / sidewalk,
word_mũ,mũ,hat,
word_ray,ray,rail / Ray (name),
word_hận,hận,"to resent, hatred",
word_kĩ,kĩ,careful (variant of kỹ),
word_paul,paul,Paul (name),
word_bồ,bồ,boyfriend/girlfriend (informal),
word_gắn,gắn,to attach,
word_hà,hà,river (in place names),
word_cút,cút,to get lost (rude command),
word_p,p,(fragment),
word_sàn,sàn,floor,
word_cứt,cứt,feces (vulgar),
word_vãi,vãi,(vulgar intensifier),
word_for,for,(English),
word_tạ,tạ,to thank (formal) / quintal (unit),
word_sói,sói,wolf,
word_chìm,chìm,to sink,
word_gián,gián,cockroach / (in gián điệp = spy),
word_tủ,tủ,cabinet / closet,
word_hèn,hèn,cowardly,
word_táo,táo,apple,
word_trì,trì,to maintain (as in duy trì),
word_trá,trá,deceit,
word_quê,quê,"hometown, countryside",
word_nền,nền,"foundation, background",
word_kiên,kiên,"patient, persistent",
word_kẹo,kẹo,candy,
word_be,be,(English),
word_sarah,sarah,Sarah (name),
word_lưỡi,lưỡi,tongue,
word_bày,bày,"to display, arrange",
word_buông,buông,to let go,
word_trượt,trượt,to slip,
word_gãy,gãy,broken (bone),
word_bông,bông,flower / cotton,
word_kem,kem,"ice cream, cream",
word_bá,bá,domineering (as in bá đạo) / count/earl,
word_bill,bill,Bill (name),
word_vân,vân,"cloud (poetic, as in vân vân = etc.)",
word_thải,thải,"to discharge, waste",
word_nghiện,nghiện,addicted,
word_liệt,liệt,paralyzed (as in tê liệt),
word_vội,vội,to rush / hurry,
word_sữa,sữa,milk,
word_óc,óc,brain,
word_hương,hương,fragrance / hometown (quê hương),
word_cỏ,cỏ,grass,
word_lô,lô,lot / batch,
word_khuôn,khuôn,"mold, frame",
word_hiến,hiến,to donate (as in hiến máu),
word_mò,mò,"to grope, fumble around",
word_cương,cương,(in cương quyết = resolute),
word_tri,tri,"to know (formal, as in tri thức)",
word_miền,miền,region,
word_monica,monica,Monica (name),
word_phe,phe,"faction, side",
word_this,this,(English),
word_mark,mark,Mark (name),
word_khôn,khôn,"clever, wise",
word_kháng,kháng,to resist (as in kháng cự),
word_xứ,xứ,"region, land",
word_ngầm,ngầm,"underground, covert",
word_trừng,trừng,to punish (as in trừng phạt),
word_nướng,nướng,to grill,
word_vây,vây,to surround,
word_muội,muội,younger sister (formal),
word_khối,khối,"block, mass",
word_cát,cát,sand,
word_trôi,trôi,to drift / flow,
word_bóp,bóp,to squeeze / wallet (informal),
word_manh,manh,(in manh mối = clue),
word_tiệm,tiệm,"shop, store",
word_mì,mì,noodles,
word_gói,gói,to wrap / package,
word_mồi,mồi,bait,
word_điệu,điệu,"tune, gesture",
word_god,god,God,
word_nick,nick,Nick (name),
word_mồ,mồ,grave (as in mồ mả),
word_khùng,khùng,crazy (informal),
word_thổ,thổ,"soil, earth (formal)",
word_tháo,tháo,"to remove, dismantle",
word_gốc,gốc,"root, origin",
word_bụi,bụi,dust,
word_dâu,dâu,strawberry / daughter-in-law,
word_tv,tv,TV,
word_giai,giai,handsome man (informal),
word_tuân,tuân,to comply (as in tuân theo),
word_lầu,lầu,"building, floor",
word_đảng,đảng,political party,
word_mập,mập,fat (southern),
word_bar,bar,bar,
word_xoay,xoay,"to turn, rotate",
word_sara,sara,Sara (name),
word_mạn,mạn,side (of a ship) / romantic (lãng mạn),
word_đuôi,đuôi,tail,
word_re,re,(fragment),
word_ân,ân,"grace, kindness",
word_tỷ,tỷ,billion / older sister (formal),
word_sốt,sốt,sauce / fever,
word_go,go,(English),
word_nhốt,nhốt,"to lock up, confine",
word_đần,đần,"dumb, slow-witted",
word_tám,tám,eight,
word_bỏng,bỏng,burn / popcorn (bỏng ngô),
word_bồi,bồi,waiter (old term) / to compensate,
word_dở,dở,bad / unfinished,
word_know,know,(English),
word_âu,âu,(in Châu Âu = Europe),
word_emily,emily,Emily (name),
word_chọc,chọc,"to poke, tease",
word_pha,pha,"to mix (a drink) / phase, stage",
word_k,k,(fragment),
word_mến,mến,to be fond of,
word_gởi,gởi,to send (southern spelling),
word_hôi,hôi,smelly,
word_thỉnh,thỉnh,to invite formally / occasionally,
word_mỏi,mỏi,"tired, sore",
word_tháp,tháp,tower,
word_khô,khô,dry,
word_nhát,nhát,"timid / a slice, cut",
word_nhảm,nhảm,nonsense (as in nhảm nhí),
word_chandler,chandler,Chandler (name),
word_tươi,tươi,fresh,
word_kỉ,kỉ,"era, record (variant)",
word_ngắm,ngắm,"to admire, aim at",
word_henry,henry,Henry (name),
word_hô,hô,to shout (a command),
word_chín,chín,"nine / ripe, cooked",
word_ngôn,ngôn,"speech, language",
word_lee,lee,Lee (name),
word_tommy,tommy,Tommy (name),
word_nút,nút,"button, knot",
word_li,li,"glass, apart (variant of ly)",
word_by,by,(English),
word_tỉ,tỉ,billion (variant),
word_mạc,mạc,"(in màn mạc, sân khấu compound)",
word_tang,tang,mourning (as in đám tang),
word_thoảng,thoảng,(in thỉnh thoảng = occasionally),
word_tởm,tởm,disgusting,
word_hỗn,hỗn,"rude, mixed up (as in hỗn láo)",
word_đít,đít,buttocks (informal),
word_đuối,đuối,drowning / exhausted,
word_bốc,bốc,to grab a handful / to rise (smoke),
