ID,Vietnamese_Text,English_Text,Vietnamese_Sound
lesson_t39_v1,bạn cùng lớp,classmate,
lesson_t39_v2,làm quen,to get acquainted,
lesson_t39_v6,nước cam,orange juice,
lesson_t40_0,Áo dài của chị đẹp quá!,Your áo dài is so beautiful!,
lesson_t40_1,"Cảm ơn em, chị mới mua tuần trước đó.","Thank you, I just bought it last week.",
lesson_t40_2,Màu này hợp với chị lắm luôn.,This color really suits you.,
lesson_t40_3,"Em quá khen rồi, cảm ơn em nhiều nha.","You're too kind, thank you so much.",
lesson_t40_v4,áo dài,traditional Vietnamese dress,
lesson_t40_v6,dễ thương,cute / lovely,
lesson_t40_v7,quá khen,to over-praise / be too kind,
lesson_t41_0,"Xin lỗi, mình đến trễ quá.","Sorry, I'm really late.",
lesson_t41_1,"Không sao đâu, mình mới tới thôi.","It's totally fine, I just got here myself.",
lesson_t41_2,Mình xin lỗi vì đã làm bạn phải chờ lâu.,I'm sorry for making you wait so long.,
lesson_t41_3,"Đừng lo, lần sau nhớ đi sớm hơn nhé.","Don't worry, just remember to leave earlier next time.",
lesson_t41_v4,lần sau,next time,
lesson_t41_v7,làm phiền,to bother / trouble,
lesson_t42_0,Cuối tuần này bạn có rảnh không?,Are you free this weekend?,
lesson_t42_1,"Có, mình rảnh. Có chuyện gì vậy?","Yes, I'm free. What's up?",
lesson_t42_2,Mình muốn mời bạn đi xem phim với mình.,I want to invite you to watch a movie with me.,
lesson_t42_3,Nghe hay đó! Mấy giờ mình gặp nhau?,That sounds great! What time should we meet?,
lesson_t42_v5,đi chơi,to go out / hang out,
lesson_t42_v6,tham gia,to join / participate,
lesson_t43_0,Bạn đang viết gì vậy?,What are you writing?,
lesson_t43_1,Mình đang viết bưu thiếp gửi cho gia đình ở Việt Nam.,I'm writing a postcard to send to my family in Vietnam.,
lesson_t43_2,Bạn viết gì trong đó?,What did you write in it?,
lesson_t43_3,"Mình viết ""Con nhớ mọi người nhiều lắm, mong sớm được về thăm nhà.""","I wrote, ""I miss everyone so much, I hope to come home and visit soon.""",
lesson_t43_v0,bưu thiếp,postcard,
lesson_t44_0,Dạo này bạn có xem phim gì hay không?,Have you watched any good movies lately?,
lesson_t44_1,"Có, mình mới xem một bộ phim Hàn rất cảm động.","Yes, I just watched a really touching Korean movie.",
lesson_t44_2,Phim đó tên gì vậy?,What's that movie called?,
lesson_t44_3,"Mình quên tên rồi, nhưng diễn viên đóng rất hay.","I forgot the name, but the actors performed really well.",
lesson_t44_v2,bộ phim,a movie (with classifier),
lesson_t44_v3,diễn viên,actor / actress,
lesson_t44_v4,cảm động,touching / moving,
lesson_t44_v5,hài hước,funny / humorous,
lesson_t44_v6,tập phim,episode,
lesson_t44_v7,chương trình,program / show,
lesson_t45_0,Bạn đang đọc cuốn sách gì vậy?,What book are you reading?,
lesson_t45_1,Mình đang đọc một cuốn tiểu thuyết rất thú vị.,I'm reading a really interesting novel.,
lesson_t45_2,Sách đó nói về chuyện gì?,What's that book about?,
lesson_t45_3,Nó kể về cuộc sống của một cô gái trẻ ở Hà Nội.,It's about the life of a young woman in Hanoi.,
lesson_t45_v3,tiểu thuyết,novel,
lesson_t45_v5,tác giả,author,
lesson_t45_v7,bài báo,article,
lesson_t46_0,"Chào bạn, tối nay bạn có muốn đi tập gym không?","Hey, do you want to go to the gym tonight?",
lesson_t46_1,"Có chứ! Mình muốn tập chạy bộ trước, rồi tập tạ.","Of course! I want to jog first, then lift weights.",
lesson_t46_2,Bạn thích chơi thể thao gì nhất?,What sport do you like to play the most?,
lesson_t46_3,"Mình thích đá bóng, nhưng dạo này mình tập yoga nhiều hơn.","I like soccer, but lately I've been doing more yoga.",
lesson_t46_v0,tập gym,to work out at the gym,
lesson_t46_v1,chạy bộ,to jog / run,
lesson_t46_v2,tập tạ,to lift weights,
lesson_t46_v3,thể thao,sports,
lesson_t46_v5,yoga,yoga,
lesson_t46_v7,tập thể dục,to exercise,
lesson_t47_0,Ước mơ của bạn trong tương lai là gì?,What is your dream for the future?,
lesson_t47_1,Mình muốn trở thành một bác sĩ giỏi.,I want to become a good doctor.,
lesson_t47_2,Bạn sẽ làm gì để đạt được ước mơ đó?,What will you do to achieve that dream?,
lesson_t47_3,Mình sẽ học chăm chỉ và không bao giờ bỏ cuộc.,I will study hard and never give up.,
lesson_t47_v0,ước mơ,dream,
lesson_t47_v1,tương lai,future,
lesson_t47_v2,trở thành,to become,
lesson_t47_v4,đạt được,to achieve,
lesson_t47_v5,mục tiêu,goal,
lesson_t47_v6,chăm chỉ,hardworking / diligent,
lesson_t47_v7,bỏ cuộc,to give up,
lesson_t48_0,Hôm nay của bạn thế nào?,How was your day today?,
lesson_t48_1,"Hôm nay mình khá bận, nhưng mình cảm thấy vui vì hoàn thành được nhiều việc.","Today I was quite busy, but I feel happy because I finished a lot of things.",
lesson_t48_2,Bạn đã làm những gì vậy?,What did you do exactly?,
lesson_t48_3,"Mình đi làm, tập thể dục, rồi viết nhật ký trước khi đi ngủ.","I went to work, exercised, then wrote in my journal before going to sleep.",
lesson_t48_v2,cảm thấy,to feel,
lesson_t48_v3,hoàn thành,to complete / finish,
lesson_t48_v4,nhật ký,diary / journal,
lesson_t49_0,Bạn đang viết thư cho gia đình à?,Are you writing a letter to your family?,
lesson_t49_1,"Ừ, mình muốn báo tin mình vừa tìm được việc làm mới.","Yeah, I want to share the news that I just found a new job.",
lesson_t49_2,Vậy bạn nên hỏi thăm sức khỏe của bố mẹ nữa.,Then you should also ask about your parents' health.,
lesson_t49_3,"Đúng rồi, mình sẽ hỏi thăm và gửi lời chúc sức khỏe cho cả nhà.","Right, I'll ask about them and send health wishes to the whole family.",
lesson_t49_v0,viết thư,to write a letter,
lesson_t49_v2,báo tin,to give news,
lesson_t49_v4,hỏi thăm,to ask after / check on,
lesson_t49_v5,sức khỏe,health,
lesson_t49_v6,bố mẹ,parents,
lesson_t49_v7,gửi lời chúc,to send wishes,
lesson_t50_0,Nghe nói bạn vừa đạt được một thành tích lớn phải không?,"I heard you just achieved a big accomplishment, right?",
lesson_t50_1,"Đúng vậy, mình vừa hoàn thành cuộc thi marathon đầu tiên của mình.","That's right, I just finished my first marathon race.",
lesson_t50_2,Chúc mừng bạn! Bạn cảm thấy thế nào?,Congratulations! How do you feel?,
lesson_t50_3,Mình rất tự hào vì đã cố gắng hết mình.,I'm very proud because I gave it my all.,
lesson_t50_v0,thành tích,achievement,
lesson_t50_v2,cuộc thi,competition / race,
lesson_t50_v4,tự hào,proud,
lesson_t50_v5,cố gắng,to try hard,
lesson_t50_v6,chúc mừng,congratulations,
lesson_t50_v7,thành công,success,
lesson_t51_0,"Ở Việt Nam, khi vào nhà người khác mình phải làm gì trước?","In Vietnam, what do you have to do first when entering someone else's house?",
lesson_t51_1,Mình phải cởi giày trước khi vào nhà.,You have to take off your shoes before entering the house.,
lesson_t51_2,Còn khi ăn cơm với người lớn tuổi thì sao?,What about when eating with older people?,
lesson_t51_3,Mình nên mời người lớn tuổi ăn cơm trước để tỏ sự tôn trọng.,You should invite the elders to eat first to show respect.,
lesson_t51_v0,phong tục,custom,
lesson_t51_v1,cởi giày,to take off shoes,
lesson_t51_v2,người lớn tuổi,elderly person,
lesson_t51_v3,tôn trọng,to respect,
lesson_t51_v7,lịch sự,polite,
lesson_t52_0,Dạo này không khí ở thành phố ô nhiễm quá.,The air in the city has been so polluted lately.,
lesson_t52_1,"Ừ, mình nghĩ nên đi xe đạp thay vì đi xe máy.","Yeah, I think we should ride bikes instead of motorbikes.",
lesson_t52_2,Bạn có phân loại rác không?,Do you sort your trash?,
lesson_t52_3,"Có chứ, mình luôn tái chế nhựa và giấy.","Of course, I always recycle plastic and paper.",
lesson_t52_v0,ô nhiễm,pollution / polluted,
lesson_t52_v1,không khí,air,
lesson_t52_v2,môi trường,environment,
lesson_t52_v3,tái chế,to recycle,
lesson_t52_v5,phân loại,to sort / classify,
lesson_t52_v7,xe đạp,bicycle,
lesson_t53_0,"Xin lỗi, tôi bị mất cái ví ở đây sáng nay.","Excuse me, I lost my wallet here this morning.",
lesson_t53_1,Anh có nhớ để nó ở đâu không?,Do you remember where you left it?,
lesson_t53_2,Hình như tôi để quên trên bàn ăn.,I think I left it on the dining table.,
lesson_t53_3,"Để tôi kiểm tra, có người vừa nộp lại một cái ví giống vậy.","Let me check, someone just turned in a wallet like that.",
lesson_t53_v1,tìm thấy,to find,
lesson_t53_v3,để quên,to leave behind / forget,
lesson_t53_v4,nộp lại,to turn in / hand over,
lesson_t53_v5,kiểm tra,to check,
lesson_t53_v6,đồ thất lạc,lost item,
lesson_t54_0,Bạn nấu phở như thế nào vậy?,How do you cook phở?,
lesson_t54_1,"Đầu tiên, mình hầm xương bò trong vài giờ để lấy nước dùng.","First, I simmer beef bones for several hours to get the broth.",
lesson_t54_2,Sau đó thì sao?,What comes after that?,
lesson_t54_3,"Sau đó mình cho bánh phở, thịt bò và rau thơm vào tô rồi chan nước dùng lên.","After that I put rice noodles, beef, and herbs into the bowl, then pour the broth over.",
lesson_t54_v1,nước dùng,broth,
lesson_t54_v3,gia vị,spices / seasoning,
lesson_t54_v4,bánh phở,rice noodles,
lesson_t54_v5,rau thơm,herbs,
lesson_t54_v6,công thức,recipe,
lesson_t54_v7,cho vào,to add / put in,
lesson_t55_0,Hồi nhỏ bạn thích chơi gì nhất?,What did you like to play most when you were little?,
lesson_t55_1,Mình hay trèo cây và bắt cá với mấy đứa bạn hàng xóm.,I often climbed trees and caught fish with my neighborhood friends.,
lesson_t55_2,Nghe vui quá! Bạn có kỷ niệm nào đáng nhớ không?,Sounds fun! Do you have any memorable memory?,
lesson_t55_3,"Có, một lần mình bị té xuống ao và ướt hết cả người, ai cũng cười.","Yes, once I fell into a pond and got completely soaked, everyone laughed.",
lesson_t55_v0,hồi nhỏ,when young / in childhood,
lesson_t55_v1,kỷ niệm,memory,
lesson_t55_v2,trèo cây,to climb a tree,
lesson_t55_v3,bạn hàng xóm,neighborhood friend,
lesson_t55_v5,ao,pond,
lesson_t55_v6,đáng nhớ,memorable,
lesson_t55_v7,tuổi thơ,childhood,
lesson_t56_0,"Dạ, tổng đài kỹ thuật xin nghe. Anh gặp vấn đề gì ạ?","Hello, technical support speaking. What problem are you having?",
lesson_t56_1,Wifi nhà tôi bị mất mạng từ sáng nay rồi.,My home wifi has been down since this morning.,
lesson_t56_2,Anh đã thử tắt rồi mở lại modem chưa ạ?,Have you tried turning the modem off and back on?,
lesson_t56_3,"Rồi, nhưng vẫn không được. Chừng nào mới sửa xong?","Yes, but it still doesn't work. When will it be fixed?",
lesson_t56_v1,wifi,wifi,
lesson_t56_v2,modem,modem / router,
lesson_t56_v3,vấn đề,problem,
lesson_t56_v7,tổng đài,call center / hotline,
lesson_t57_0,"Chào chị, chị muốn nhận nuôi con vật nào ạ?","Hello, which animal would you like to adopt?",
lesson_t57_1,Tôi thích con mèo nhỏ màu trắng kia.,I like that small white cat over there.,
lesson_t57_2,"Con đó rất hiền, đã tiêm phòng đầy đủ rồi ạ.","That one is very gentle, and has already been fully vaccinated.",
lesson_t57_3,Vậy tôi cần làm thủ tục gì để nhận nuôi nó?,So what procedure do I need to complete to adopt it?,
lesson_t57_v0,nhận nuôi,to adopt (a pet),
lesson_t57_v1,con vật,animal,
lesson_t57_v4,tiêm phòng,to vaccinate,
lesson_t57_v6,thủ tục,procedure / paperwork,
lesson_t57_v7,trại cứu hộ,animal shelter,
lesson_t58_0,"Chào bạn, bạn hãy giới thiệu một chút về bản thân.","Hello, please introduce yourself a little.",
lesson_t58_1,"Dạ, tôi tên Lan, tôi có ba năm kinh nghiệm làm marketing.","Yes, my name is Lan, I have three years of experience in marketing.",
lesson_t58_2,Tại sao bạn muốn làm việc ở công ty chúng tôi?,Why do you want to work at our company?,
lesson_t58_3,Vì tôi thấy công ty rất năng động và có nhiều cơ hội học hỏi.,Because I find the company very dynamic and full of learning opportunities.,
lesson_t58_v3,cơ hội,opportunity,
lesson_t58_v5,năng động,dynamic / energetic,
lesson_t58_v6,bản thân,oneself,
lesson_t58_v7,kỹ năng,skill,
lesson_t59_0,"Chào anh, xe của anh bị làm sao vậy?","Hello, what's wrong with your car?",
lesson_t59_1,Xe tôi bị kêu lạ ở bánh trước và phanh không ăn.,My car is making a strange noise at the front wheel and the brakes aren't working well.,
lesson_t59_2,Để tôi kiểm tra dầu phanh và lốp xe trước nhé.,Let me check the brake fluid and the tires first.,
lesson_t59_3,"Dạ được, sửa xong thì tốn khoảng bao nhiêu tiền ạ?","Okay, how much will it cost once it's fixed?",
lesson_t59_v2,lốp xe,tire,
lesson_t59_v3,bánh xe,wheel,
lesson_t59_v6,sửa xe,to repair a car,
lesson_t59_v7,kêu lạ,to make a strange noise,
lesson_t60_0,Bây giờ mọi người thái hành và tỏi cho thật nhỏ nhé.,Now everyone chop the onion and garlic very finely.,
lesson_t60_1,"Dạ, mình cho bao nhiêu muối vào là vừa ạ?",How much salt should we add to make it just right?,
lesson_t60_2,"Chỉ cần một muỗng nhỏ thôi, rồi nêm nếm lại sau.","Just one small spoon is enough, then taste and adjust it later.",
lesson_t60_3,"Dạ hiểu rồi, sau đó mình xào trong bao lâu ạ?","Got it, and after that how long should we stir-fry it?",
lesson_t60_v2,tỏi,garlic,
lesson_t60_v4,xào,to stir-fry,
lesson_t60_v5,nêm nếm,to season / taste-adjust,
lesson_t60_v6,muỗng,spoon,
lesson_t61_0,"Chào chị, vé vào cửa bao nhiêu tiền ạ?","Hello, how much is the entrance ticket?",
lesson_t61_1,"Dạ, hai mươi nghìn một vé ạ.",Twenty thousand dong per ticket.,
lesson_t61_2,Bức tranh này của họa sĩ nào vậy chị?,Which artist is this painting by?,
lesson_t61_3,Đây là tranh của một họa sĩ nổi tiếng Việt Nam đó anh.,This is a painting by a famous Vietnamese artist.,
lesson_t61_v0,bảo tàng,museum,
lesson_t61_v3,họa sĩ,artist / painter,
lesson_t61_v4,triển lãm,exhibition,
lesson_t61_v5,tác phẩm,work of art,
lesson_t61_v6,nghệ thuật,art,
lesson_t61_v7,vào cửa,entrance / admission,
lesson_t62_0,Cái áo này giá bao nhiêu vậy chị?,How much is this shirt?,
lesson_t62_1,"Dạ, ba trăm nghìn một cái anh ơi.",Three hundred thousand dong each.,
lesson_t62_2,"Đắt quá, chị bớt chút được không?","That's too expensive, can you lower it a bit?",
lesson_t62_3,"Thôi được, hai trăm năm mươi nghìn cho anh nha.","Alright, two hundred fifty thousand for you.",
lesson_t62_v4,mặc cả,to bargain,
lesson_t63_0,"Sinh nhật bạn mình tuần sau, mình phải chuẩn bị gì đây?","Our friend's birthday is next week, what should we prepare?",
lesson_t63_1,Mình nghĩ nên đặt bánh kem và mua ít bóng bay trang trí.,I think we should order a cake and buy some balloons to decorate.,
lesson_t63_2,"Ừ hay đó, còn khách mời thì sao?","Yeah, good idea, what about the guests?",
lesson_t63_3,Để mình gửi thiệp mời cho mọi người ngay bây giờ.,Let me send invitations to everyone right now.,
lesson_t63_v0,sinh nhật,birthday,
lesson_t63_v1,bánh kem,cake,
lesson_t63_v2,bóng bay,balloon,
lesson_t63_v3,trang trí,to decorate,
lesson_t63_v4,khách mời,guest,
lesson_t63_v5,thiệp mời,invitation card,
lesson_t63_v6,chuẩn bị,to prepare,
lesson_t63_v7,tổ chức,to organize,
lesson_t64_0,"Chào anh, tối qua nhà anh ồn quá, em không ngủ được.","Hi, your place was too noisy last night, I couldn't sleep.",
lesson_t64_1,"Ôi, xin lỗi em nha, tối qua nhà anh có tiệc nhỏ.","Oh, sorry about that, we had a small party last night.",
lesson_t64_2,Anh có thể vặn nhạc nhỏ lại vào buổi tối được không?,Could you turn the music down in the evenings?,
lesson_t64_3,"Được chứ, anh sẽ chú ý hơn từ giờ.","Of course, I'll be more careful from now on.",
lesson_t64_v1,yên tĩnh,quiet,
lesson_t64_v3,tiếng ồn,noise,
lesson_t64_v5,chú ý,to pay attention,
lesson_t64_v7,phàn nàn,to complain,
lesson_t65_0,"Chào chị, em muốn đặt lịch massage vào chiều mai ạ.","Hello, I'd like to book a massage for tomorrow afternoon.",
lesson_t65_1,"Dạ được, chị thích giờ nào, hai giờ hay bốn giờ chiều ạ?","Sure, which time do you prefer, 2pm or 4pm?",
lesson_t65_2,"Cho em hai giờ chiều nha, khoảng bao lâu vậy chị?","Two pm please, about how long does it take?",
lesson_t65_3,"Dạ, liệu trình một tiếng rưỡi, chị nhớ đến sớm mười phút nhé.","The treatment is an hour and a half, please arrive ten minutes early.",
lesson_t65_v1,massage,massage,
lesson_t65_v3,liệu trình,treatment / session,
lesson_t65_v4,thư giãn,to relax,
lesson_t65_v5,spa,spa,
lesson_t66_0,"Chào bạn, mình muốn luyện tập tiếng Việt, được không?","Hi, I want to practice Vietnamese, is that okay?",
lesson_t66_1,Được chứ! Mình cũng muốn học tiếng Anh với bạn.,Of course! I also want to learn English with you.,
lesson_t66_2,"Vậy mình nói tiếng Việt trước, bạn sửa lỗi cho mình nhé.","Then I'll speak Vietnamese first, please correct my mistakes.",
lesson_t66_3,"Ừ, nghe được lắm rồi, chỉ sai một chút thôi.","Sure, that sounded quite good, just a small mistake.",
lesson_t66_v0,luyện tập,to practice,
lesson_t66_v3,sửa lỗi,to correct mistakes,
lesson_t67_0,"Xin lỗi, chuyến bay của tôi có bị hoãn không?","Excuse me, is my flight delayed?",
lesson_t67_1,"Dạ đúng rồi, chuyến bay bị hoãn hai tiếng ạ.","Yes, that's right, the flight is delayed two hours.",
lesson_t67_2,Vậy tôi có thể đổi sang chuyến bay khác được không?,Then can I change to a different flight?,
lesson_t67_3,"Dạ được, anh cho tôi xem vé rồi em sắp xếp cho.","Yes, please show me your ticket and I'll arrange it for you.",
lesson_t67_v0,chuyến bay,flight,
lesson_t67_v6,sắp xếp,to arrange,
lesson_t68_0,"Chào chị, tôi muốn đăng ký thẻ tập gym.","Hello, I'd like to sign up for a gym membership.",
lesson_t68_1,"Dạ được, anh muốn đăng ký gói một tháng hay một năm ạ?","Sure, would you like a one-month or one-year package?",
lesson_t68_2,Cho tôi gói một tháng trước. Ở đây có hồ bơi không?,Give me the one-month package first. Is there a pool here?,
lesson_t68_3,"Dạ có, ngoài hồ bơi còn có phòng tắm hơi và lớp yoga nữa ạ.","Yes, besides the pool there's also a sauna and yoga classes.",
lesson_t68_v1,thẻ tập,gym membership card,
lesson_t68_v3,hồ bơi,swimming pool,
lesson_t68_v4,phòng tắm hơi,sauna,
lesson_t69_0,"Chào anh, tôi muốn làm thẻ thư viện.","Hello, I'd like to make a library card.",
lesson_t69_1,"Dạ, anh cho tôi xem chứng minh thư nhé.","Sure, please show me your ID card.",
lesson_t69_2,Đây ạ. Tôi có thể mượn bao nhiêu cuốn sách một lần?,Here it is. How many books can I borrow at once?,
lesson_t69_3,"Dạ, mỗi lần anh được mượn năm cuốn trong hai tuần ạ.",Each time you can borrow five books for two weeks.,
lesson_t69_v0,thẻ thư viện,library card,
lesson_t69_v7,thư viện,library,
lesson_t70_0,Cứu tôi với! Bạn tôi bị ngất rồi!,Help me! My friend has fainted!,
lesson_t70_1,"Bình tĩnh, tôi gọi xe cấp cứu ngay đây.","Stay calm, I'll call an ambulance right now.",
lesson_t70_2,"Xin nhanh lên, anh ấy khó thở lắm.","Please hurry, he's having a lot of trouble breathing.",
lesson_t70_3,"Dạ, xe cấp cứu sẽ đến trong năm phút nữa, chị đừng lo.","Okay, the ambulance will arrive in five more minutes, don't worry.",
lesson_t70_v3,khó thở,difficulty breathing,
lesson_t71_0,Đám cưới của em tổ chức vào ngày nào vậy?,When is your wedding going to be held?,
lesson_t71_1,"Dạ, tụi em định tổ chức vào tháng mười hai.",We're planning to hold it in December.,
lesson_t71_2,Em đã đặt nhà hàng chưa?,Have you booked the restaurant yet?,
lesson_t71_3,"Rồi ạ, em đặt nhà hàng tuần trước, còn thiệp mời thì tuần sau mới in.","Yes, I booked the restaurant last week, and the invitation cards will be printed next week.",
lesson_t71_v0,đám cưới,wedding,
lesson_t71_v2,nhà hàng,restaurant,
lesson_t71_v4,cô dâu,bride,
lesson_t71_v5,chú rể,groom,
lesson_t72_0,"Chào anh, nhà em bị hư máy lạnh, anh sửa được không?","Hello, my air conditioner is broken, can you fix it?",
lesson_t72_1,"Được chị, máy lạnh bị hư gì vậy?","Sure, what's wrong with the air conditioner?",
lesson_t72_2,Nó không mát và có tiếng kêu lạ.,It's not cold and it makes a strange noise.,
lesson_t72_3,Để em kiểm tra rồi báo giá cho chị nhé.,Let me check it and then give you a price quote.,
lesson_t72_v4,báo giá,to quote a price,
lesson_t72_v5,tiếng kêu,noise / sound,
lesson_t72_v6,ống nước,pipe,
lesson_t72_v7,thợ sửa,repair technician,
lesson_t73_0,Cuối tuần này có sự kiện cộng đồng ở công viên đó.,This weekend there's a community event at the park.,
lesson_t73_1,Vậy à? Có hoạt động gì vậy?,Really? What activities are there?,
lesson_t73_2,"Có dọn dẹp công viên và trồng cây, mọi người đều được mời tham gia.","There's park cleanup and tree planting, everyone is invited to join.",
lesson_t73_3,"Hay quá, mình muốn đăng ký làm tình nguyện viên.","That's great, I want to sign up to be a volunteer.",
lesson_t73_v0,sự kiện,event,
lesson_t73_v1,cộng đồng,community,
lesson_t73_v2,công viên,park,
lesson_t73_v3,tình nguyện viên,volunteer,
lesson_t73_v5,dọn dẹp,to clean up,
lesson_t73_v6,trồng cây,to plant trees,
lesson_t74_0,"Chào chú, nhà em bị dột khi trời mưa.","Hello, my place leaks when it rains.",
lesson_t74_1,Vậy hả? Để chú lên xem thử.,Really? Let me come up and take a look.,
lesson_t74_2,"Dạ, với lại vòi nước trong bếp cũng bị rò rỉ nữa ạ.","Also, the faucet in the kitchen is leaking too.",
lesson_t74_3,"Được, chú sẽ kêu thợ sửa tuần này.","Okay, I'll call a repair technician this week.",
lesson_t74_v0,dột,leaking (roof),
lesson_t74_v2,rò rỉ,to leak,
lesson_t74_v3,vòi nước,faucet,
lesson_t74_v4,sửa chữa,repair,
lesson_t74_v5,tiền thuê nhà,rent,
lesson_t75_0,Hôm nay mình học lái xe số sàn nhé.,Today let's practice driving a manual car.,
lesson_t75_1,"Dạ, em hơi lo, em chưa lái xe số sàn bao giờ.","Okay, I'm a bit nervous, I've never driven a manual car before.",
lesson_t75_2,"Không sao, em đạp côn từ từ rồi vào số một.","It's okay, press the clutch slowly and then shift into first gear.",
lesson_t75_3,"Dạ, em hiểu rồi, em thử nha.","Okay, I understand, I'll give it a try.",
lesson_t75_v0,lái xe,to drive,
lesson_t75_v1,số sàn,manual transmission,
lesson_t75_v2,đạp côn,to press the clutch,
lesson_t75_v3,vào số,to shift gears,
lesson_t75_v6,bằng lái,driver's license,
lesson_t75_v7,an toàn,safe,
word_ǵ,ǵ,,
wordex_cậu,"Cậu ơi, đi đâu đấy?","Hey (uncle/casual you), where are you going?",
wordex_các,Các bạn đã sẵn sàng chưa?,Are you all ready?,
wordex_hắn,Hắn không nói gì cả,He didn't say anything,
wordex_tớ,Tớ với cậu đi chung nhé,"Let's go together, you and me",
wordex_chết,Con mèo suýt chết đói,The cat almost starved to death,
wordex_mày,Mày làm gì vậy?,What are you doing? (very informal),
wordex_tao,Tao không biết đâu,I don't know (very informal),
wordex_cháu,Cháu chào ông bà ạ,Grandchild greets grandparents respectfully,
wordex_bọn,Bọn tôi sẽ đến sớm,Our group will arrive early,
wordex_giết,Đừng giết côn trùng vô cớ,Don't kill insects for no reason,
wordex_ngài,Xin chào ngài,"Greetings, sir",
wordex_vụ,Vụ này rất phức tạp,This case is very complicated,
wordex_ngươi,Ngươi là ai?,"Who are you? (archaic, to an inferior)",
wordex_cha,Cha tôi làm nông dân,My father is a farmer,
wordex_chúa,"Chúa ơi, may quá!","Goodness, what luck!",
wordex_do,Trễ chuyến bay do thời tiết xấu,The flight was delayed due to bad weather,
wordex_trở,Anh ấy trở thành bác sĩ,He became a doctor,
wordex_bé,Bé đang ngủ,The little one is sleeping,
wordex_thằng,Thằng bé nghịch quá,That boy is so mischievous,
wordex_chẳng,Tôi chẳng biết gì cả,I don't know anything at all,
wordex_chiến,Đây là một trận chiến khó khăn,This is a difficult battle,
wordex_ko,Tôi ko đi được,I can't go (informal spelling),
wordex_vô,Mời anh vô nhà,Please come inside,
wordex_bởi,Tôi đến trễ bởi vì kẹt xe,I'm late because of traffic,
wordex_hiện,Anh ấy hiện đang ở Hà Nội,He is currently in Hanoi,
wordex_tưởng,Tôi tưởng bạn đã về rồi,I thought you had already gone home,
wordex_đáng,Món này đáng thử lắm,This dish is really worth trying,
wordex_cám,Cám ơn bạn nhiều,Thanks a lot (informal spelling),
wordex_thần,Người dân thờ nhiều vị thần,The people worship many gods,
wordex_bắn,Đừng bắn súng trong nhà,Don't fire a gun indoors,
wordex_hội,Chúng tôi tham gia hội chợ,We took part in the fair,
wordex_đứa,Đứa nào làm việc này?,Which kid did this?,
wordex_quân,Quân đội đang tập luyện,The army is training,
wordex_tội,Thật tội nghiệp con mèo,"Poor cat, what a pity",
wordex_dù,"Dù trời mưa, tôi vẫn đi","Even though it's raining, I'm still going",
wordex_nữ,Cô ấy là sinh viên nữ,She's a female student,
wordex_đối,Tôi đối diện với khó khăn,I'm facing difficulties,
wordex_trường,Trường học gần nhà tôi,The school is near my house,
wordex_trông,Bạn trông mệt quá,You look really tired,
wordex_năng,Anh ấy rất năng động,He's very energetic,
wordex_súng,Cảnh sát mang theo súng,The police carry guns,
wordex_tử,Anh ấy là một đệ tử giỏi,He's a talented disciple,
wordex_đàn,Anh ấy chơi đàn ghi-ta,He plays the guitar,
wordex_dưới,Con mèo nằm dưới bàn,The cat is lying under the table,
wordex_điên,Đừng nói điên vậy,Don't talk crazy like that,
wordex_kiếm,Tôi đang kiếm việc làm,I'm looking for a job,
wordex_mắt,Mắt tôi bị đau,My eyes hurt,
wordex_trưởng,Anh ấy là trưởng phòng,He's the department head,
wordex_kế,Ngồi kế bên tôi đi,Sit next to me,
wordex_biến,Thời tiết biến đổi thất thường,The weather changes unpredictably,
wordex_lòng,Cảm ơn tấm lòng của bạn,Thank you for your kindness,
wordex_sư,Anh ấy là sư phụ dạy võ,He's a martial arts master,
wordex_đấu,Hai đội sẽ đấu vào tối nay,The two teams will compete tonight,
wordex_quái,Con quái vật trong phim rất đáng sợ,The monster in the movie is very scary,
wordex_tiến,Công việc đang tiến triển tốt,The work is progressing well,
wordex_tệ,Thời tiết hôm nay tệ quá,The weather is really bad today,
wordex_khốn,Đúng là tình huống khốn khổ,It's truly a miserable situation,
wordex_minh,Anh ấy rất thông minh,He's very intelligent,
wordex_gã,Gã đó trông đáng ngờ,That guy looks suspicious,
wordex_thủ,Anh ấy là thủ môn giỏi,He's a good goalkeeper,
wordex_duy,Đây là lựa chọn duy nhất,This is the only choice,
wordex_trí,Cô ấy có trí nhớ rất tốt,She has a very good memory,
wordex_trò,Trò chơi này rất vui,This game is a lot of fun,
wordex_quyền,Mọi người đều có quyền lên tiếng,Everyone has the right to speak up,
wordex_kìa,"Nhìn kìa, đẹp quá!","Look there, so beautiful!",
wordex_diễn,Cô ấy diễn rất hay,She performs very well,
wordex_pháp,Chúng ta cần tuân theo pháp luật,We need to follow the law,
wordex_quốc,Việt Nam là một quốc gia xinh đẹp,Vietnam is a beautiful country,
wordex_máu,Anh ấy bị chảy máu,He's bleeding,
wordex_khí,Không khí ở đây trong lành,The air here is fresh,
wordex_khiến,Câu chuyện đó khiến tôi buồn,That story made me sad,
wordex_phá,Đừng phá đồ của người khác,Don't destroy other people's things,
wordex_tục,Đây là một phong tục lâu đời,This is an ancient custom,
wordex_dân,Người dân ở đây rất thân thiện,The people here are very friendly,
wordex_tạo,Chúng tôi tạo ra sản phẩm mới,We create new products,
