ID,Vietnamese_Text,English_Text,Vietnamese_Sound
lesson_l34_v0,bác sĩ,doctor,
lesson_l34_v1,đau,pain,
lesson_l34_v2,lắm,a lot,
lesson_l34_v3,rồi,already,
lesson_l34_v4,sốt,fever,
lesson_l34_v5,đau đầu,headache,
lesson_l34_v6,mệt,tired,
lesson_l34_v7,bị sao,what's wrong,
lesson_l34_v8,đau bụng,stomachache,
lesson_l34_v9,bao lâu,how long,
lesson_l34_v10,ngày,day,
lesson_l34_v11,cũng,also,
lesson_l34_v12,ho,cough,
lesson_l35_d0,Cấp cứu một một năm xin nghe. Bạn cần giúp gì?,Emergency one one five listening. What help do you need?,
lesson_l35_d1,Cứu tôi với! Gọi xe cấp cứu giúp tôi!,Help me! Call an ambulance for me!,
lesson_l35_d2,"Được rồi, hãy bình tĩnh. Địa chỉ của bạn là gì?","Alright, please stay calm. What is your address?",
lesson_l35_d3,"Số mười hai, đường Lê Lợi.","Number twelve, Le Loi street.",
lesson_l35_v0,cứu,to save / to rescue,
lesson_l35_v1,xe cấp cứu,ambulance,
lesson_l35_v2,địa chỉ,address,
lesson_l35_v3,đường,street,
lesson_l35_v4,bình tĩnh,calm,
lesson_l35_v5,cảnh sát,police,
lesson_l35_v6,gọi,to call,
lesson_l35_v7,giúp,to help,
lesson_l35_v8,số,number,
lesson_l35_v9,hãy,please (imperative),
lesson_l35_v10,bệnh viện,hospital,
lesson_l35_v11,cấp cứu,emergency,
lesson_l36_d0,"Chào bạn, bạn đau ở đâu?","Hello, where does it hurt?",
lesson_l36_d1,"Chào bác sĩ, tôi bị đau răng.","Hello doctor, I have a toothache.",
lesson_l36_d2,Bạn há miệng ra nhé.,Please open your mouth.,
lesson_l36_d3,Đau quá. Bác sĩ cho tôi thuốc tê nhé.,"It hurts a lot. Please give me anesthesia, doctor.",
lesson_l36_d4,"Được, tôi sẽ tiêm thuốc tê.","Okay, I will inject anesthesia.",
lesson_l36_v0,bác sĩ,doctor,
lesson_l36_v1,răng,tooth,
lesson_l36_v2,miệng,mouth,
lesson_l36_v3,thuốc tê,anesthesia / numbing medicine,
lesson_l36_v4,cho tôi ... nhé,please give me ...,
lesson_l36_v5,khám răng,dental checkup,
lesson_l36_v6,đau,to hurt / pain,
lesson_l36_v7,bị đau răng,to have a toothache,
lesson_l36_v8,há miệng,to open one's mouth,
lesson_l36_v9,tiêm,to inject,
lesson_l36_v10,đau quá,it hurts a lot,
lesson_l36_v11,nhổ răng,to extract a tooth,
lesson_l37_d0,Chào anh. Anh cần mua gì?,Hello. What do you need to buy?,
lesson_l37_d1,Chào chị. Tôi muốn mua thuốc theo đơn này.,Hello. I want to buy medicine according to this prescription.,
lesson_l37_d2,"Vâng, thuốc của anh đây ạ.","Yes, here is your medicine.",
lesson_l37_d3,Thuốc này mỗi ngày uống mấy viên?,How many pills of this medicine do I take a day?,
lesson_l37_d4,"Mỗi ngày uống hai viên, sau bữa ăn.","Take two pills a day, after meals.",
lesson_l37_d5,Cảm ơn chị. Hết bao nhiêu tiền?,Thank you. How much is it?,
lesson_l37_v0,thuốc,medicine,
lesson_l37_v1,theo,according to,
lesson_l37_v2,mua,to buy,
lesson_l37_v3,uống,to take (medicine),
lesson_l37_v4,viên,pill / tablet,
lesson_l37_v5,bữa ăn,meal,
lesson_l37_v6,hết bao nhiêu tiền,how much is it in total,
lesson_l37_v7,đơn thuốc,prescription,
lesson_l37_v8,cần,to need,
lesson_l37_v9,mỗi ngày,every day,
lesson_l37_v10,mấy,how many,
lesson_l37_v11,sau,after,
lesson_l37_v12,trước,before,
lesson_l38_d0,Chào anh. Anh cần làm gì ạ?,Hello. What do you need to do?,
lesson_l38_d1,Tôi cần xin visa. Cần những giấy tờ gì?,I need to apply for a visa. What documents are needed?,
lesson_l38_d2,Anh cần nộp hộ chiếu và hai ảnh.,You need to submit a passport and two photos.,
lesson_l38_d3,Tôi có đủ rồi. Nộp hồ sơ ở đâu?,I have everything. Where do I submit the application?,
lesson_l38_d4,Anh nộp ở quầy số năm nhé.,Please submit it at counter number five.,
lesson_l38_v0,xin visa,to apply for a visa,
lesson_l38_v1,nộp,to submit,
lesson_l38_v2,ảnh,photo,
lesson_l38_v3,quầy,counter,
lesson_l38_v4,đơn xin,application form,
lesson_l38_v5,thị thực,visa (formal),
lesson_l38_v6,giấy tờ,documents,
lesson_l38_v7,hộ chiếu,passport,
lesson_l38_v8,hồ sơ,application file,
lesson_l38_v9,đủ,enough,
lesson_l38_v10,lệ phí,fee,
lesson_l38_v11,gia hạn,to extend,
lesson_l39_d0,Chào anh. Anh cần giúp gì không?,Hello. Do you need any help?,
lesson_l39_d1,Vâng. Tôi không hiểu tờ đơn này.,Yes. I don't understand this form.,
lesson_l39_d2,Anh không hiểu chỗ nào?,Which part do you not understand?,
lesson_l39_d3,Chỗ này nghĩa là gì?,What does this part mean?,
lesson_l39_d4,Chỗ đó là địa chỉ của anh.,That part is your address.,
lesson_l39_d5,Cảm ơn chị nhiều.,Thank you very much.,
lesson_l39_v0,giúp,to help,
lesson_l39_v1,tờ đơn,form,
lesson_l39_v2,nghĩa là gì,what does it mean,
lesson_l39_v3,cần,to need,
lesson_l39_v4,chữ ký,signature,
lesson_l39_v5,ngày sinh,date of birth,
lesson_l39_v6,hiểu,to understand,
lesson_l39_v7,chỗ,part / place,
lesson_l39_v8,địa chỉ,address,
lesson_l39_v9,điền,to fill out,
lesson_l39_v10,họ tên,full name,
lesson_l39_v11,giấy tờ,document / papers,
lesson_l40_d0,Xin chào quý khách. Tôi có thể giúp gì cho quý khách ạ?,Hello. How can I help you?,
lesson_l40_d1,Tôi muốn mở tài khoản ngân hàng.,I want to open a bank account.,
lesson_l40_d2,Dạ vâng. Quý khách có mang theo hộ chiếu không ạ?,Yes. Do you have your passport with you?,
lesson_l40_d3,"Có, hộ chiếu đây. Tôi cần giấy tờ gì nữa không?","Yes, here is the passport. Do I need any other documents?",
lesson_l40_d4,Ngân hàng cần thêm visa hoặc thẻ cư trú ạ.,The bank also needs a visa or residence card.,
lesson_l40_d5,Tôi có thẻ cư trú. Đây nhé.,I have a residence card. Here you go.,
lesson_l40_v0,ngân hàng,bank,
lesson_l40_v1,mở,to open,
lesson_l40_v2,thẻ cư trú,residence card,
lesson_l40_v3,giấy tờ,documents,
lesson_l40_v4,mang theo,to bring along,
lesson_l40_v5,giúp,to help,
lesson_l40_v6,thêm,additional,
lesson_l40_v7,tài khoản,account,
lesson_l40_v8,hộ chiếu,passport,
lesson_l40_v9,visa,visa,
lesson_l40_v10,quý khách,customer (formal),
lesson_l40_v11,cần,to need,
lesson_l40_v12,hoặc,or,
lesson_l40_v13,nữa,else,
lesson_l41_d0,"Xin chào, bạn cần mua gì ạ?","Hello, what do you need to buy?",
lesson_l41_d1,Tôi muốn mua sim có mạng.,I want to buy a SIM with internet.,
lesson_l41_d2,"Dạ, chúng tôi có gói một tháng.","Yes, we have a one-month package.",
lesson_l41_d3,Tuyệt vời. Gói một tháng giá bao nhiêu?,Great. How much is the one-month package?,
lesson_l41_d4,"Dạ, hai trăm nghìn đồng ạ. Xin hộ chiếu của bạn.","Yes, two hundred thousand dong. Your passport, please.",
lesson_l41_v0,muốn,to want,
lesson_l41_v1,cần,to need,
lesson_l41_v2,gói,package,
lesson_l41_v3,giá bao nhiêu,how much,
lesson_l41_v4,nghìn,thousand,
lesson_l41_v5,hộ chiếu,passport,
lesson_l41_v6,dạ,polite yes,
lesson_l41_v7,của,of,
lesson_l41_v8,mua,to buy,
lesson_l41_v9,sim có mạng,data SIM,
lesson_l41_v10,một tháng,one month,
lesson_l41_v11,hai trăm,two hundred,
lesson_l41_v12,đồng,dong (currency),
lesson_l41_v13,tuyệt vời,great,
lesson_l41_v14,ạ,polite ending particle,
lesson_l42_d0,"Chào anh, em cần hộ chiếu để đăng ký ạ.","Hello, I need your passport to register.",
lesson_l42_d1,Đây là hộ chiếu của tôi.,Here is my passport.,
lesson_l42_d2,"Dạ, khách sạn phải đăng ký với công an.","Yes, the hotel must register with the police.",
lesson_l42_d3,Khi nào tôi lấy lại được hộ chiếu?,When can I get the passport back?,
lesson_l42_d4,Sáng mai em sẽ trả lại cho anh ạ.,Tomorrow morning I will return it to you.,
lesson_l42_d5,"Được, ngày mai tôi sẽ lấy.","Okay, I will get it tomorrow.",
lesson_l42_v0,hộ chiếu,passport,
lesson_l42_v1,khách sạn,hotel,
lesson_l42_v2,khi nào,when,
lesson_l42_v3,trả lại,to return,
lesson_l42_v4,ngày mai,tomorrow,
lesson_l42_v5,phải,must,
lesson_l42_v6,đăng ký,to register,
lesson_l42_v7,công an,police,
lesson_l42_v8,lấy lại,to get back,
lesson_l42_v9,sáng mai,tomorrow morning,
lesson_l42_v10,cần,to need,
lesson_l42_v11,được,okay,
lesson_l43_d0,"Chào anh, anh cần giúp gì ạ?","Hello sir, how can I help you?",
lesson_l43_d1,Chào chị. Tôi muốn gửi bưu kiện này đi Mỹ.,Hello. I want to send this parcel to America.,
lesson_l43_d2,Vâng. Anh muốn gửi thường hay gửi nhanh ạ?,Yes. Do you want to send standard or express?,
lesson_l43_d3,Gửi thường. Phí gửi là bao nhiêu tiền?,Standard. How much is the shipping fee?,
lesson_l43_d4,Phí gửi là năm trăm nghìn đồng ạ.,The shipping fee is five hundred thousand dong.,
lesson_l43_v0,gửi,to send,
lesson_l43_v1,Mỹ,America,
lesson_l43_v2,gửi nhanh,express shipping,
lesson_l43_v3,bao nhiêu,how much,
lesson_l43_v4,năm trăm,five hundred,
lesson_l43_v5,đồng,dong (currency),
lesson_l43_v6,thư,letter,
lesson_l43_v7,bưu kiện,parcel,
lesson_l43_v8,gửi thường,standard shipping,
lesson_l43_v9,phí gửi,shipping fee,
lesson_l43_v10,tiền,money,
lesson_l43_v11,nghìn,thousand,
lesson_l43_v12,bưu điện,post office,
lesson_l43_v13,địa chỉ,address,
lesson_l44_d0,"Chào anh, anh cần giúp gì ạ?","Hello, how can I help you?",
lesson_l44_d1,"Xin lỗi, tôi lấy số ở đâu?","Excuse me, where do I take a number?",
lesson_l44_d2,Máy lấy số ở đằng kia ạ.,The ticket machine is over there.,
lesson_l44_d3,Cảm ơn. Tôi đợi ở quầy nào?,Thank you. Which counter do I wait at?,
lesson_l44_d4,Anh đợi ở quầy số ba nhé.,Please wait at counter number three.,
lesson_l44_v0,lấy,to take / to get,
lesson_l44_v1,lấy số,to take a number,
lesson_l44_v2,ở đâu,where,
lesson_l44_v3,đợi,to wait,
lesson_l44_v4,nào,which,
lesson_l44_v5,xếp hàng,to line up,
lesson_l44_v6,cần,to need,
lesson_l44_v7,gì,what,
lesson_l44_v8,số,number,
lesson_l44_v9,máy,machine,
lesson_l44_v10,ở đằng kia,over there,
lesson_l44_v11,quầy,counter,
lesson_l44_v12,số ba,number three,
lesson_l44_v13,đến lượt,to be one's turn,
lesson_l44_v14,giúp,to help,
lesson_l45_d0,Xin chào. Bạn cần giúp gì ạ?,Hello. What do you need help with?,
lesson_l45_d1,Chào bạn. Tôi cần tìm lớp tiếng Việt.,Hello. I need to find a Vietnamese class.,
lesson_l45_d2,Vâng. Bạn muốn học buổi sáng hay buổi tối?,Yes. Do you want to study in the morning or evening?,
lesson_l45_d3,Tôi cần học lớp buổi tối.,I need to take an evening class.,
lesson_l45_v0,cần,to need,
lesson_l45_v1,tìm,to find,
lesson_l45_v2,tiếng Việt,Vietnamese (language),
lesson_l45_v3,buổi sáng,morning,
lesson_l45_v4,muốn,to want,
lesson_l45_v5,vâng,yes (polite),
lesson_l45_v6,tiếng Anh,English (language),
lesson_l45_v7,giúp,to help,
lesson_l45_v8,lớp,class,
lesson_l45_v9,học,to study,
lesson_l45_v10,buổi tối,evening,
lesson_l45_v11,hay,or (in questions),
lesson_l45_v12,buổi chiều,afternoon,
lesson_l45_v13,giáo viên,teacher,
lesson_l46_d0,Căn hộ này có đầy đủ nội thất ạ.,This apartment is fully furnished.,
lesson_l46_d1,Giá thuê một tháng là bao nhiêu?,How much is the rent per month?,
lesson_l46_d2,Giá thuê là mười triệu đồng một tháng ạ.,The rent is ten million dong a month.,
lesson_l46_d3,Giá đó bao gồm điện và nước chưa?,Does that price include electricity and water?,
lesson_l46_d4,Tiền điện và tiền nước tính riêng ạ.,Electricity and water are calculated separately.,
lesson_l46_d5,Căn hộ rất đẹp. Tôi sẽ thuê.,The apartment is very nice. I will rent it.,
lesson_l46_v0,căn hộ,apartment,
lesson_l46_v1,đầy đủ,fully / complete,
lesson_l46_v2,thuê,to rent,
lesson_l46_v3,triệu,million,
lesson_l46_v4,điện,electricity,
lesson_l46_v5,tiền điện,electricity bill,
lesson_l46_v6,tính riêng,calculated separately,
lesson_l46_v7,nội thất,furniture,
lesson_l46_v8,giá thuê,rent,
lesson_l46_v9,tháng,month,
lesson_l46_v10,bao gồm,to include,
lesson_l46_v11,nước,water,
lesson_l46_v12,tiền nước,water bill,
lesson_l47_d0,Đây là hợp đồng thuê nhà.,Here is the rental contract.,
lesson_l47_d1,Tiền cọc là bao nhiêu ạ?,How much is the deposit?,
lesson_l47_d2,Tiền cọc là một tháng tiền nhà.,The deposit is one month of rent.,
lesson_l47_d3,Khi nào tôi có thể chuyển vào ạ?,When can I move in?,
lesson_l47_d4,Ngày mai anh có thể chuyển vào.,You can move in tomorrow.,
lesson_l47_d5,"Tốt quá, tôi sẽ ký hợp đồng.","Great, I will sign the contract.",
lesson_l47_v0,hợp đồng,contract,
lesson_l47_v1,tiền cọc,deposit,
lesson_l47_v2,tháng,month,
lesson_l47_v3,ngày mai,tomorrow,
lesson_l47_v4,tốt quá,great,
lesson_l47_v5,chìa khóa,key,
lesson_l47_v6,thuê nhà,to rent a house,
lesson_l47_v7,tiền nhà,rent,
lesson_l47_v8,chuyển vào,to move in,
lesson_l47_v9,ký,to sign,
lesson_l47_v10,chủ nhà,landlord,
lesson_l47_v11,phòng,room,
lesson_l48_d0,"Xin chào, lễ tân xin nghe.","Hello, reception listening.",
lesson_l48_d1,Chào bạn. Điều hòa phòng tôi bị hỏng.,Hello. The air conditioner in my room is broken.,
lesson_l48_d2,"Dạ, quý khách ở phòng số mấy ạ?","Yes, what room are you in?",
lesson_l48_d3,Phòng ba không hai. Bạn gọi thợ giúp tôi nhé.,Room three zero two. Please call a repairman for me.,
lesson_l48_d4,"Vâng ạ, thợ sẽ lên ngay bây giờ.","Yes, a repairman will come up right now.",
lesson_l48_v0,lễ tân,reception,
lesson_l48_v1,phòng,room,
lesson_l48_v2,quý khách,guest,
lesson_l48_v3,thợ,repairman,
lesson_l48_v4,ngay bây giờ,right now,
lesson_l48_v5,đèn,light,
lesson_l48_v6,nước nóng,hot water,
lesson_l48_v7,điều hòa,air conditioner,
lesson_l48_v8,bị hỏng,broken,
lesson_l48_v9,gọi,to call,
lesson_l48_v10,giúp,to help,
lesson_l48_v11,tivi,TV,
lesson_l48_v12,tủ lạnh,refrigerator,
lesson_l48_v13,sửa,to fix,
lesson_l49_d0,"Chào anh, anh cần giúp gì ạ?","Hello, how can I help you?",
lesson_l49_d1,Phòng của tôi không có nước nóng.,My room does not have hot water.,
lesson_l49_d2,Xin lỗi anh. Chúng tôi sẽ sửa ngay.,I apologize. We will fix it right away.,
lesson_l49_d3,Bao lâu thì sửa xong?,How long until it is fixed?,
lesson_l49_d4,Khoảng ba mươi phút nữa ạ.,In about thirty minutes.,
lesson_l49_v0,phòng,room,
lesson_l49_v1,nước nóng,hot water,
lesson_l49_v2,ngay,right away,
lesson_l49_v3,xong,finished,
lesson_l49_v4,phút,minute,
lesson_l49_v5,hỏng,broken,
lesson_l49_v6,máy lạnh,air conditioner,
lesson_l49_v7,không có,does not have,
lesson_l49_v8,sửa,to fix,
lesson_l49_v9,bao lâu,how long,
lesson_l49_v10,khoảng,about,
lesson_l49_v11,giúp,to help,
lesson_l49_v12,điện,electricity,
lesson_l49_v13,chờ,to wait,
lesson_l50_d0,Chào chị. Em ở nhà bên cạnh.,Hello. I live next door.,
lesson_l50_d1,Chào em. Chị là Lan. Rất vui được gặp em.,Hello. I am Lan. Nice to meet you.,
lesson_l50_d2,Em tên là Tom. Em vẫn đang học tiếng Việt.,My name is Tom. I am still learning Vietnamese.,
lesson_l50_d3,Tiếng Việt của em rất tốt!,Your Vietnamese is very good!,
lesson_l50_d4,Cảm ơn chị ạ.,Thank you.,
lesson_l50_v0,chị,you (older female) / older sister,
lesson_l50_v1,nhà,house,
lesson_l50_v2,rất vui,very happy,
lesson_l50_v3,tên,name,
lesson_l50_v4,đang,currently (doing),
lesson_l50_v5,tiếng Việt,Vietnamese (language),
lesson_l50_v6,tốt,good,
lesson_l50_v7,em,I (younger) / younger sibling,
lesson_l50_v8,bên cạnh,next door / next to,
lesson_l50_v9,gặp,to meet,
lesson_l50_v10,vẫn,still,
lesson_l50_v11,học,to learn,
lesson_l50_v12,của,of (possession),
lesson_l50_v13,ạ,polite particle,
lesson_l51_d0,Chào bạn. Hôm nay trời đẹp quá nhỉ!,"Hello. The weather is so nice today, isn't it!",
lesson_l51_d1,Trời rất mát. Bạn đi làm à?,It's very cool. Are you going to work?,
lesson_l51_d2,Đúng rồi. Mình đi làm đây.,That's right. I'm heading to work now.,
lesson_l51_d3,Đi cẩn thận nhé. Hẹn gặp lại!,Drive safely. See you later!,
lesson_l51_v0,hôm nay,today,
lesson_l51_v1,đẹp,beautiful / nice,
lesson_l51_v2,nóng,hot (weather),
lesson_l51_v3,nắng,sunny,
lesson_l51_v4,đi làm,to go to work,
lesson_l51_v5,hẹn gặp lại,see you later,
lesson_l51_v6,trời,sky / weather,
lesson_l51_v7,mát,cool (weather),
lesson_l51_v8,lạnh,cold (weather),
lesson_l51_v9,mưa,rain,
lesson_l51_v10,cẩn thận,careful / carefully,
lesson_l51_v11,đúng rồi,that's right,
lesson_l52_d0,Chào bạn. Mình có việc muốn nhờ bạn.,Hi. I have a favor to ask you.,
lesson_l52_d1,Chào bạn. Bạn cần giúp gì vậy?,Hi. What do you need help with?,
lesson_l52_d2,Bạn có cái kéo không? Cho mình mượn một lát nhé.,Do you have scissors? Please let me borrow them for a moment.,
lesson_l52_d3,Có chứ. Bạn đợi mình một chút.,Sure. Wait for me a moment.,
lesson_l52_d4,Cảm ơn bạn nhiều nhé.,Thank you very much.,
lesson_l52_d5,Không có gì đâu.,It's nothing.,
lesson_l52_v0,việc,matter / work,
lesson_l52_v1,cần,to need,
lesson_l52_v2,cái kéo,scissors,
lesson_l52_v3,một lát,a moment,
lesson_l52_v4,một chút,a little bit,
lesson_l52_v5,cục sạc,charger,
lesson_l52_v6,nhờ,to ask for a favor,
lesson_l52_v7,giúp,to help,
lesson_l52_v8,mượn,to borrow,
lesson_l52_v9,đợi,to wait,
lesson_l52_v10,cái bút,pen,
lesson_l52_v11,cái ô,umbrella,
lesson_l53_d0,Chào bạn. Bạn đang tìm việc gì?,Hello. What job are you looking for?,
lesson_l53_d1,Chào anh. Tôi đang tìm việc làm giáo viên.,Hello. I am looking for a job as a teacher.,
lesson_l53_d2,Bạn có kinh nghiệm làm việc chưa?,Do you have work experience yet?,
lesson_l53_d3,Rồi ạ. Tôi đã làm việc ở một trường học hai năm.,Yes. I worked at a school for two years.,
lesson_l53_d4,Rất tốt. Bạn có thể bắt đầu làm việc khi nào?,Very good. When can you start working?,
lesson_l53_d5,Tôi có thể bắt đầu vào tuần sau.,I can start next week.,
lesson_l53_v0,tìm việc,to look for a job,
lesson_l53_v1,kinh nghiệm,experience,
lesson_l53_v2,làm việc,to work,
lesson_l53_v3,giáo viên,teacher,
lesson_l53_v4,khi nào,when,
lesson_l53_v5,phỏng vấn,interview,
lesson_l53_v6,nhân viên,employee,
lesson_l53_v7,việc làm,job,
lesson_l53_v8,đã,past tense marker,
lesson_l53_v9,bắt đầu,to start,
lesson_l53_v10,trường học,school,
lesson_l53_v11,tuần sau,next week,
lesson_l53_v12,công ty,company,
lesson_l53_v13,lương,salary,
lesson_l54_d0,"Chào em, chào mừng em đến công ty. Hôm nay em bắt đầu làm việc nhỉ?","Hello, welcome to the company. You start working today, right?",
lesson_l54_d1,"Chào chị. Vâng, hôm nay em bắt đầu làm việc ạ.","Hello. Yes, today I start working.",
lesson_l54_d2,Để chị hướng dẫn nhé. Em muốn hỏi gì trước?,Let me guide you. What do you want to ask first?,
lesson_l54_d3,Bàn làm việc của em ở đâu ạ?,Where is my desk?,
lesson_l54_d4,Bàn làm việc của em ở đây.,Your desk is here.,
lesson_l54_d5,Còn nhà vệ sinh và phòng ăn ở đâu ạ?,And where are the restroom and the pantry?,
lesson_l54_d6,"Ở đằng kia, cuối hành lang.","Over there, at the end of the hallway.",
lesson_l54_d7,"Dạ vâng, em cảm ơn chị ạ.","Yes, thank you.",
lesson_l54_v0,hôm nay,today,
lesson_l54_v1,làm việc,to work,
lesson_l54_v2,công ty,company,
lesson_l54_v3,trước,first,
lesson_l54_v4,ở đâu,where,
lesson_l54_v5,nhà vệ sinh,restroom,
lesson_l54_v6,ở đằng kia,over there,
lesson_l54_v7,hành lang,hallway,
lesson_l54_v8,bắt đầu,to start,
lesson_l54_v9,chào mừng,welcome,
lesson_l54_v10,hướng dẫn,to guide,
lesson_l54_v11,bàn làm việc,desk,
lesson_l54_v12,ở đây,here,
lesson_l54_v13,phòng ăn,pantry,
lesson_l54_v14,cuối,end,
lesson_l55_d0,"Alo, sếp đây. Có chuyện gì thế em?","Hello, boss here. What's the matter?",
lesson_l55_d1,Chào sếp. Hôm nay em bị ốm ạ.,Hello boss. Today I am sick.,
lesson_l55_d2,Thế à? Em mệt lắm không?,Is that so? Are you very sick?,
lesson_l55_d3,Em bị sốt. Em cần xin nghỉ một ngày ạ.,I have a fever. I need a day off.,
lesson_l55_d4,Được rồi. Em ở nhà nghỉ ngơi đi.,Alright. Stay home and rest.,
lesson_l55_v0,sếp,boss,
lesson_l55_v1,hôm nay,today,
lesson_l55_v2,bị sốt,to have a fever,
lesson_l55_v3,xin nghỉ,to ask for time off,
lesson_l55_v4,ạ,polite particle,
lesson_l55_v5,ở nhà,to stay home,
lesson_l55_v6,đau đầu,to have a headache,
lesson_l55_v7,uống thuốc,to take medicine,
lesson_l55_v8,bị ốm,to be sick,
lesson_l55_v9,mệt,tired,
lesson_l55_v10,cần,to need,
lesson_l55_v11,một ngày,one day,
lesson_l55_v12,được rồi,alright,
lesson_l55_v13,nghỉ ngơi,to rest,
lesson_l55_v14,đau họng,to have a sore throat,
lesson_l55_v15,có chuyện gì,what's the matter,
lesson_l56_d0,"Chào chị, chị cần giúp gì ạ?","Hello, how can I help you?",
lesson_l56_d1,"Chào em, chị muốn đăng ký học cho con.","Hello, I want to register my child for school.",
lesson_l56_d2,"Dạ, bé mấy tuổi rồi ạ?","Yes, how old is the child?",
lesson_l56_d3,Cháu năm tuổi. Cần những giấy tờ gì?,He is five years old. What documents are needed?,
lesson_l56_d4,Chị cần nộp giấy khai sinh của bé ạ.,You need to submit the child's birth certificate.,
lesson_l56_v0,đăng ký,to register,
lesson_l56_v1,giúp,to help,
lesson_l56_v2,bé,little child,
lesson_l56_v3,năm tuổi,five years old,
lesson_l56_v4,nộp,to submit,
lesson_l56_v5,cần,to need,
lesson_l56_v6,trường học,school,
lesson_l56_v7,học,to study,
lesson_l56_v8,con,child,
lesson_l56_v9,mấy tuổi,how old,
lesson_l56_v10,giấy tờ,documents,
lesson_l56_v11,giấy khai sinh,birth certificate,
lesson_l56_v12,hồ sơ,application file,
lesson_l56_v13,nhập học,to enroll,
lesson_l57_d0,Chào chị. Mời chị ngồi.,Hello. Please sit down.,
lesson_l57_d1,Chào cô. Con tôi dạo này học thế nào ạ?,Hello teacher. How is my child studying lately?,
lesson_l57_d2,"Cháu học tốt, nhưng hơi chậm môn Toán.","They study well, but are a bit slow in Math.",
lesson_l57_d3,Cháu có cần giúp đỡ thêm không ạ?,Do they need extra help?,
lesson_l57_d4,Có ạ. Tôi sẽ giúp cháu thêm ở lớp.,Yes. I will help them more in class.,
lesson_l57_v0,ngồi,to sit,
lesson_l57_v1,học,to study,
lesson_l57_v2,tốt,good / well,
lesson_l57_v3,hơi,a bit / slightly,
lesson_l57_v4,môn Toán,Math,
lesson_l57_v5,giúp đỡ,to help,
lesson_l57_v6,ở lớp,in class,
lesson_l57_v7,cô giáo,female teacher,
lesson_l57_v8,dạo này,lately,
lesson_l57_v9,thế nào,how,
lesson_l57_v10,nhưng,but,
lesson_l57_v11,chậm,slow,
lesson_l57_v12,cần,to need,
lesson_l57_v13,thêm,more / extra,
lesson_l57_v14,cháu,child / student,
lesson_l58_d0,Đồ ăn trông ngon quá.,The food looks so good.,
lesson_l58_d1,Đúng vậy. Chúc bạn ngon miệng nhé!,That's right. Enjoy your meal!,
lesson_l58_d2,Cảm ơn bạn. Cuối tuần này bạn làm gì?,Thank you. What are you doing this weekend?,
lesson_l58_d3,Mình đi xem phim. Còn bạn thì sao?,I'm going to see a movie. How about you?,
lesson_l58_d4,Mình ở nhà nghỉ ngơi thôi.,I'm just staying home to rest.,
lesson_l58_v0,đồ ăn,food,
lesson_l58_v1,ngon,delicious,
lesson_l58_v2,chúc ngon miệng,enjoy your meal,
lesson_l58_v3,làm gì,to do what,
lesson_l58_v4,còn bạn thì sao,how about you,
lesson_l58_v5,nghỉ ngơi,to rest,
lesson_l58_v6,bạn,you (casual peer),
lesson_l58_v7,trông,to look / to appear,
lesson_l58_v8,đúng vậy,that's right,
lesson_l58_v9,cuối tuần,weekend,
lesson_l58_v10,xem phim,to watch a movie,
lesson_l58_v11,ở nhà,to stay home,
lesson_l58_v12,mình,I (casual peer),
lesson_l59_d0,"Chào bạn, xin mời lên xe.","Hello, please get on the bus.",
lesson_l59_d1,"Xin lỗi, xe buýt này có đi sân bay không?","Excuse me, does this bus go to the airport?",
lesson_l59_d2,"Có, xe này đi sân bay.","Yes, this bus goes to the airport.",
lesson_l59_d3,Cho tôi một vé. Bao nhiêu tiền?,Give me one ticket. How much is it?,
lesson_l59_d4,Mười nghìn đồng.,Ten thousand dong.,
lesson_l59_v0,xe buýt,bus,
lesson_l59_v1,đi,to go,
lesson_l59_v2,bao nhiêu tiền,how much money,
lesson_l59_v3,đồng,dong (currency),
lesson_l59_v4,cho tôi,give me,
lesson_l59_v5,bến xe,bus station,
lesson_l59_v6,lên xe,to get on (a vehicle),
lesson_l59_v7,này,this,
lesson_l59_v8,sân bay,airport,
lesson_l59_v9,vé,ticket,
lesson_l59_v10,mười nghìn,ten thousand,
lesson_l59_v11,xin lỗi,excuse me,
lesson_l59_v12,trạm xe buýt,bus stop,
lesson_l59_v13,trung tâm,center,
lesson_l59_v14,xin mời,please (inviting),
lesson_l60_d0,"Chào anh, anh cần gì ạ?","Hello, what do you need?",
lesson_l60_d1,Anh muốn nạp tiền Grab.,I want to top up my Grab.,
lesson_l60_d2,"Dạ, anh nạp bao nhiêu ạ?","Yes, how much are you topping up?",
lesson_l60_d3,Hai trăm nghìn. Quẹt thẻ được không em?,Two hundred thousand. Can I pay by card?,
lesson_l60_d4,Dạ được ạ. Mời anh quẹt thẻ.,"Yes, you can. Please swipe your card.",
lesson_l60_v0,nạp tiền,to top up,
lesson_l60_v1,bao nhiêu,how much,
lesson_l60_v2,trăm,hundred,
lesson_l60_v3,cần,to need,
lesson_l60_v4,mời,please / to invite,
lesson_l60_v5,chuyển khoản,bank transfer,
lesson_l60_v6,số dư,balance,
lesson_l60_v7,quẹt thẻ,to swipe a card,
lesson_l60_v8,được không,is it possible / can I,
lesson_l60_v9,nghìn,thousand,
lesson_l60_v10,muốn,to want,
lesson_l60_v11,tiền mặt,cash,
lesson_l60_v12,thẻ tín dụng,credit card,
lesson_l61_d0,"Chào bạn, đi xe ôm không?","Hello, want a motorbike taxi?",
